covariate_id,covariate_name,analysis_id,concept_id
4058899501,procedure_occurrence: Plain X-ray of clavicle,501,4058899
4107731501,procedure_occurrence: Subcutaneous immunotherapy,501,4107731
4125906501,procedure_occurrence: Suture open wound,501,4125906
4151422501,procedure_occurrence: Sputum examination,501,4151422
4163872501,procedure_occurrence: Plain chest X-ray,501,4163872
4170947501,procedure_occurrence: Bone immobilization,501,4170947
4187458501,procedure_occurrence: Review of systems,501,4187458
4191853501,procedure_occurrence: Allergy screening test,501,4191853
4202451501,procedure_occurrence: Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance,501,4202451
4243062501,procedure_occurrence: Radiography of wrist,501,4243062
4293740501,procedure_occurrence: Injection of tetanus antitoxin,501,4293740
4326177501,procedure_occurrence: Medication Reconciliation,501,4326177
40492359501,procedure_occurrence: Insertion of biventricular implantable cardioverter defibrillator,501,40492359
