cohort_id,covariate_id,mean,sd,database_id
18346,4280726212,0.0011,0,Eunomia
18346,4283893212,0.0189,0,Eunomia
18346,4285898212,0.0156,0,Eunomia
18346,4294548212,0.0017,0,Eunomia
18346,4296204212,6e-4,0,Eunomia
18346,40481087212,0.0122,0,Eunomia
18346,40486433212,0.0017,0,Eunomia
18347,28060212,0.0012,0,Eunomia
18347,80180212,1,0,Eunomia
18347,257012212,0.0048,0,Eunomia
18347,260139212,0.0084,0,Eunomia
18347,372328212,0.0012,0,Eunomia
18347,375671212,0.0012,0,Eunomia
18347,378001212,0.0012,0,Eunomia
18347,439777212,0.0012,0,Eunomia
18347,4001336212,0.0024,0,Eunomia
18347,4035415212,0.0012,0,Eunomia
18347,4048171212,0.0012,0,Eunomia
18347,4109685212,0.0012,0,Eunomia
18347,4112343212,0.0048,0,Eunomia
18347,4116491212,0.0012,0,Eunomia
18347,4132546212,0.0024,0,Eunomia
18347,4134304212,0.0012,0,Eunomia
18347,4149245212,0.0012,0,Eunomia
18347,4218389212,0.0012,0,Eunomia
18347,4266809212,0.0759,0,Eunomia
18347,4280726212,0.0012,0,Eunomia
18347,4283893212,0.0205,0,Eunomia
18347,4285898212,0.012,0,Eunomia
18347,4294548212,0.0012,0,Eunomia
18347,4296205212,0.0012,0,Eunomia
18347,40481087212,0.0145,0,Eunomia
18347,40486433212,0.0012,0,Eunomia
18348,28060212,0.0012,0,Eunomia
18348,80180212,1,0,Eunomia
18348,257012212,0.0048,0,Eunomia
18348,260139212,0.0084,0,Eunomia
18348,372328212,0.0012,0,Eunomia
18348,375671212,0.0012,0,Eunomia
18348,378001212,0.0012,0,Eunomia
18348,439777212,0.0012,0,Eunomia
18348,4001336212,0.0024,0,Eunomia
18348,4035415212,0.0012,0,Eunomia
18348,4048171212,0.0012,0,Eunomia
18348,4109685212,0.0012,0,Eunomia
18348,4112343212,0.0048,0,Eunomia
18348,4116491212,0.0012,0,Eunomia
18348,4132546212,0.0024,0,Eunomia
18348,4134304212,0.0012,0,Eunomia
18348,4149245212,0.0012,0,Eunomia
18348,4218389212,0.0012,0,Eunomia
18348,4266809212,0.0759,0,Eunomia
18348,4280726212,0.0012,0,Eunomia
18348,4283893212,0.0205,0,Eunomia
18348,4285898212,0.012,0,Eunomia
18348,4294548212,0.0012,0,Eunomia
18348,4296205212,0.0012,0,Eunomia
18348,40481087212,0.0145,0,Eunomia
18348,40486433212,0.0012,0,Eunomia
18349,80180212,1,0,Eunomia
18349,257012212,0.0101,0,Eunomia
18349,260139212,0.0025,0,Eunomia
18349,372328212,0.0025,0,Eunomia
18349,378001212,0.0025,0,Eunomia
18349,4001336212,0.0025,0,Eunomia
18349,4048171212,0.0025,0,Eunomia
18349,4112343212,0.0101,0,Eunomia
18349,4132546212,0.0025,0,Eunomia
18349,4218389212,0.0025,0,Eunomia
18349,4266809212,0.0835,0,Eunomia
18349,4280726212,0.0025,0,Eunomia
18349,4283893212,0.0253,0,Eunomia
18349,4285898212,0.0101,0,Eunomia
18349,4294548212,0.0025,0,Eunomia
18349,40481087212,0.0152,0,Eunomia
18349,40486433212,0.0025,0,Eunomia
18350,80180212,1,0,Eunomia
18350,257012212,0.0101,0,Eunomia
18350,260139212,0.0025,0,Eunomia
18350,372328212,0.0025,0,Eunomia
18350,378001212,0.0025,0,Eunomia
18350,4001336212,0.0025,0,Eunomia
18350,4048171212,0.0025,0,Eunomia
18350,4112343212,0.0101,0,Eunomia
18350,4132546212,0.0025,0,Eunomia
18350,4218389212,0.0025,0,Eunomia
18350,4266809212,0.0835,0,Eunomia
18350,4280726212,0.0025,0,Eunomia
18350,4283893212,0.0253,0,Eunomia
18350,4285898212,0.0101,0,Eunomia
18350,4294548212,0.0025,0,Eunomia
18350,40481087212,0.0152,0,Eunomia
18350,40486433212,0.0025,0,Eunomia
21402,80180212,0.2013,0,Eunomia
21402,192671212,0.566,0,Eunomia
21402,255848212,0.0912,0,Eunomia
21402,257012212,0.0031,0,Eunomia
21402,372328212,0.0031,0,Eunomia
21402,378001212,0.0031,0,Eunomia
21402,439777212,0.0031,0,Eunomia
21402,440448212,0.0975,0,Eunomia
21402,4001336212,0.0031,0,Eunomia
21402,4112343212,0.0094,0,Eunomia
21402,4132546212,0.0031,0,Eunomia
21402,4149245212,0.0566,0,Eunomia
21402,4166224212,0.022,0,Eunomia
21402,4266809212,0.0535,0,Eunomia
21402,4283893212,0.0094,0,Eunomia
21402,40481087212,0.0063,0,Eunomia
21402,4323208804,0.0975,0,Eunomia
14906,3000876704,6e-4,0,Eunomia
14906,3000963704,6e-4,0,Eunomia
14906,3001247704,6e-4,0,Eunomia
14906,3001488704,6e-4,0,Eunomia
14906,3005136704,6e-4,0,Eunomia
14906,3006322704,0.0061,0,Eunomia
14906,3006451704,6e-4,0,Eunomia
14906,3006734704,6e-4,0,Eunomia
14906,3009542704,6e-4,0,Eunomia
14906,3011505704,0.0011,0,Eunomia
14906,3012494704,6e-4,0,Eunomia
14906,3014599704,6e-4,0,Eunomia
14906,3015076704,6e-4,0,Eunomia
14906,3019406704,6e-4,0,Eunomia
14906,3020655704,6e-4,0,Eunomia
14906,3021226704,6e-4,0,Eunomia
14906,3023430704,6e-4,0,Eunomia
14906,3027231704,6e-4,0,Eunomia
14906,3036780704,6e-4,0,Eunomia
14906,4024958704,0.0022,0,Eunomia
14906,4052083704,0.0017,0,Eunomia
14906,4133840704,0.0011,0,Eunomia
14907,3000963704,0.0012,0,Eunomia
14907,3006322704,0.0048,0,Eunomia
14907,3009542704,0.0012,0,Eunomia
14907,4024958704,0.0012,0,Eunomia
14907,4052083704,0.0048,0,Eunomia
14909,3006322704,0.0042,0,Eunomia
14909,3051031704,0.0021,0,Eunomia
14909,4024958704,0.0021,0,Eunomia
14909,4052083704,0.0021,0,Eunomia
14909,40758406704,0.0021,0,Eunomia
14909,40766240704,0.0021,0,Eunomia
14909,46235214704,0.0021,0,Eunomia
17492,3006322704,0.0042,0,Eunomia
17492,3051031704,0.0021,0,Eunomia
17492,4024958704,0.0021,0,Eunomia
17492,4052083704,0.0021,0,Eunomia
17492,40758406704,0.0021,0,Eunomia
17492,40766240704,0.0021,0,Eunomia
17492,46235214704,0.0021,0,Eunomia
17493,3006322704,0.0042,0,Eunomia
17493,3051031704,0.0021,0,Eunomia
17493,4024958704,0.0021,0,Eunomia
17493,4052083704,0.0021,0,Eunomia
17493,40758406704,0.0021,0,Eunomia
17493,40766240704,0.0021,0,Eunomia
17493,46235214704,0.0021,0,Eunomia
18342,3006322704,0.0042,0,Eunomia
18342,3051031704,0.0021,0,Eunomia
18342,4024958704,0.0021,0,Eunomia
18342,4052083704,0.0021,0,Eunomia
18342,40758406704,0.0021,0,Eunomia
18342,40766240704,0.0021,0,Eunomia
18342,46235214704,0.0021,0,Eunomia
18345,3000876704,6e-4,0,Eunomia
18345,3000963704,6e-4,0,Eunomia
18345,3001247704,6e-4,0,Eunomia
18345,3001488704,6e-4,0,Eunomia
18345,3005136704,6e-4,0,Eunomia
18345,3006322704,0.0061,0,Eunomia
18345,3006451704,6e-4,0,Eunomia
18345,3006734704,6e-4,0,Eunomia
18345,3009542704,6e-4,0,Eunomia
18345,3011505704,0.0011,0,Eunomia
18345,3012494704,6e-4,0,Eunomia
18345,3014599704,6e-4,0,Eunomia
18345,3015076704,6e-4,0,Eunomia
18345,3019406704,6e-4,0,Eunomia
18345,3020655704,6e-4,0,Eunomia
18345,3021226704,6e-4,0,Eunomia
18345,3023430704,6e-4,0,Eunomia
18345,3027231704,6e-4,0,Eunomia
18345,3036780704,6e-4,0,Eunomia
18345,4024958704,0.0022,0,Eunomia
18345,4052083704,0.0017,0,Eunomia
18345,4133840704,0.0011,0,Eunomia
18346,3000876704,6e-4,0,Eunomia
18346,3000963704,6e-4,0,Eunomia
18346,3001247704,6e-4,0,Eunomia
18346,3001488704,6e-4,0,Eunomia
18346,3005136704,6e-4,0,Eunomia
18346,3006322704,0.0061,0,Eunomia
18346,3006451704,6e-4,0,Eunomia
18346,3006734704,6e-4,0,Eunomia
18346,3009542704,6e-4,0,Eunomia
18346,3011505704,0.0011,0,Eunomia
18346,3012494704,6e-4,0,Eunomia
18346,3014599704,6e-4,0,Eunomia
18346,3015076704,6e-4,0,Eunomia
18346,3019406704,6e-4,0,Eunomia
18346,3020655704,6e-4,0,Eunomia
18346,3021226704,6e-4,0,Eunomia
18346,3023430704,6e-4,0,Eunomia
18346,3027231704,6e-4,0,Eunomia
18346,3036780704,6e-4,0,Eunomia
18346,4024958704,0.0022,0,Eunomia
18346,4052083704,0.0017,0,Eunomia
18346,4133840704,0.0011,0,Eunomia
18347,3000963704,0.0012,0,Eunomia
18347,3006322704,0.0048,0,Eunomia
18347,3009542704,0.0012,0,Eunomia
18347,4024958704,0.0012,0,Eunomia
18347,4052083704,0.0048,0,Eunomia
18348,3000963704,0.0012,0,Eunomia
18348,3006322704,0.0048,0,Eunomia
18348,3009542704,0.0012,0,Eunomia
18348,4024958704,0.0012,0,Eunomia
18348,4052083704,0.0048,0,Eunomia
18349,3006322704,0.0076,0,Eunomia
18350,3006322704,0.0076,0,Eunomia
21402,3000963704,0.0031,0,Eunomia
21402,3006322704,0.0063,0,Eunomia
21402,3009542704,0.0031,0,Eunomia
21402,4024958704,0.0031,0,Eunomia
14906,708298410,6e-4,0,Eunomia
14906,738818410,0.0106,0,Eunomia
14906,740275410,6e-4,0,Eunomia
14906,753626410,6e-4,0,Eunomia
14906,782043410,6e-4,0,Eunomia
14906,914335410,6e-4,0,Eunomia
14906,920293410,0.0083,0,Eunomia
14906,933724410,0.0083,0,Eunomia
14906,967823410,6e-4,0,Eunomia
14906,975125410,0.0011,0,Eunomia
14906,1000560410,6e-4,0,Eunomia
14906,1102527410,0.0033,0,Eunomia
14906,1110410410,6e-4,0,Eunomia
14906,1112807410,0.0028,0,Eunomia
14906,1115008410,0.0106,0,Eunomia
14906,1118084410,1,0,Eunomia
14906,1119510410,0.0106,0,Eunomia
14906,1124957410,0.0028,0,Eunomia
14906,1125315410,0.0722,0,Eunomia
14906,1137529410,6e-4,0,Eunomia
14906,1149380410,6e-4,0,Eunomia
14906,1150770410,6e-4,0,Eunomia
14906,1154029410,6e-4,0,Eunomia
14906,1174888410,0.0017,0,Eunomia
14906,1177480410,0.0117,0,Eunomia
14906,1305058410,6e-4,0,Eunomia
14906,1309944410,6e-4,0,Eunomia
14906,1322184410,0.0056,0,Eunomia
14906,1332418410,0.0022,0,Eunomia
14906,1343916410,6e-4,0,Eunomia
14906,1361711410,0.0094,0,Eunomia
14906,1367571410,6e-4,0,Eunomia
14906,1521369410,6e-4,0,Eunomia
14906,1539403410,0.0022,0,Eunomia
14906,1551099410,6e-4,0,Eunomia
14906,1713332410,0.0239,0,Eunomia
14906,1728416410,6e-4,0,Eunomia
14906,1729720410,0.0072,0,Eunomia
14906,1738521410,0.0011,0,Eunomia
14906,1741122410,6e-4,0,Eunomia
14906,1746114410,6e-4,0,Eunomia
14906,1759842410,0.02,0,Eunomia
14906,1778162410,0.0011,0,Eunomia
14906,19003953410,6e-4,0,Eunomia
14906,19010482410,6e-4,0,Eunomia
14907,723013410,0.0012,0,Eunomia
14907,738818410,0.0048,0,Eunomia
14907,740275410,0.0012,0,Eunomia
14907,914335410,0.0012,0,Eunomia
14907,920293410,0.0072,0,Eunomia
14907,933724410,0.0072,0,Eunomia
14907,975125410,0.0012,0,Eunomia
14907,1102527410,0.006,0,Eunomia
14907,1112807410,0.0048,0,Eunomia
14907,1115008410,0.0096,0,Eunomia
14907,1119510410,0.0048,0,Eunomia
14907,1124300410,1,0,Eunomia
14907,1125315410,0.0723,0,Eunomia
14907,1137529410,0.0024,0,Eunomia
14907,1149380410,0.0024,0,Eunomia
14907,1177480410,0.0181,0,Eunomia
14907,1309944410,0.0012,0,Eunomia
14907,1322184410,0.006,0,Eunomia
14907,1332418410,0.0012,0,Eunomia
14907,1343916410,0.0012,0,Eunomia
14907,1347450410,0.0024,0,Eunomia
14907,1361711410,0.006,0,Eunomia
14907,1539403410,0.0012,0,Eunomia
14907,1713332410,0.0289,0,Eunomia
14907,1729720410,0.0108,0,Eunomia
14907,1759842410,0.0277,0,Eunomia
14907,1768849410,0.0012,0,Eunomia
14907,19010482410,0.0012,0,Eunomia
14909,738818410,0.0084,0,Eunomia
14909,740275410,0.0021,0,Eunomia
14909,920293410,0.0146,0,Eunomia
14909,933724410,0.0146,0,Eunomia
14909,975125410,0.0021,0,Eunomia
14909,1112807410,0.0021,0,Eunomia
14909,1115008410,0.0084,0,Eunomia
14909,1118084410,0.7411,0,Eunomia
14909,1119510410,0.0084,0,Eunomia
14909,1124300410,0.2589,0,Eunomia
14909,1125315410,0.0522,0,Eunomia
14909,1150770410,0.0021,0,Eunomia
14909,1174888410,0.0021,0,Eunomia
14909,1177480410,0.0146,0,Eunomia
14909,1322184410,0.0042,0,Eunomia
14909,1332418410,0.0021,0,Eunomia
14909,1361711410,0.0063,0,Eunomia
14909,1539403410,0.0021,0,Eunomia
14909,1713332410,0.0209,0,Eunomia
14909,1729720410,0.0125,0,Eunomia
14909,1759842410,0.0209,0,Eunomia
17492,738818410,0.0084,0,Eunomia
17492,740275410,0.0021,0,Eunomia
17492,920293410,0.0146,0,Eunomia
17492,933724410,0.0146,0,Eunomia
17492,975125410,0.0021,0,Eunomia
17492,1112807410,0.0021,0,Eunomia
17492,1115008410,0.0084,0,Eunomia
17492,1118084410,0.7411,0,Eunomia
17492,1119510410,0.0084,0,Eunomia
17492,1124300410,0.2589,0,Eunomia
17492,1125315410,0.0522,0,Eunomia
17492,1150770410,0.0021,0,Eunomia
17492,1174888410,0.0021,0,Eunomia
17492,1177480410,0.0146,0,Eunomia
17492,1322184410,0.0042,0,Eunomia
17492,1332418410,0.0021,0,Eunomia
17492,1361711410,0.0063,0,Eunomia
17492,1539403410,0.0021,0,Eunomia
17492,1713332410,0.0209,0,Eunomia
17492,1729720410,0.0125,0,Eunomia
17492,1759842410,0.0209,0,Eunomia
17493,738818410,0.0084,0,Eunomia
17493,740275410,0.0021,0,Eunomia
17493,920293410,0.0146,0,Eunomia
17493,933724410,0.0146,0,Eunomia
17493,975125410,0.0021,0,Eunomia
17493,1112807410,0.0021,0,Eunomia
17493,1115008410,0.0084,0,Eunomia
17493,1118084410,0.7411,0,Eunomia
17493,1119510410,0.0084,0,Eunomia
17493,1124300410,0.2589,0,Eunomia
17493,1125315410,0.0522,0,Eunomia
17493,1150770410,0.0021,0,Eunomia
17493,1174888410,0.0021,0,Eunomia
17493,1177480410,0.0146,0,Eunomia
17493,1322184410,0.0042,0,Eunomia
17493,1332418410,0.0021,0,Eunomia
17493,1361711410,0.0063,0,Eunomia
17493,1539403410,0.0021,0,Eunomia
17493,1713332410,0.0209,0,Eunomia
17493,1729720410,0.0125,0,Eunomia
17493,1759842410,0.0209,0,Eunomia
18342,738818410,0.0084,0,Eunomia
18342,740275410,0.0021,0,Eunomia
18342,920293410,0.0146,0,Eunomia
18342,933724410,0.0146,0,Eunomia
18342,975125410,0.0021,0,Eunomia
18342,1112807410,0.0021,0,Eunomia
18342,1115008410,0.0084,0,Eunomia
18342,1118084410,0.7411,0,Eunomia
18342,1119510410,0.0084,0,Eunomia
18342,1124300410,0.2589,0,Eunomia
18342,1125315410,0.0522,0,Eunomia
18342,1150770410,0.0021,0,Eunomia
18342,1174888410,0.0021,0,Eunomia
18342,1177480410,0.0146,0,Eunomia
18342,1322184410,0.0042,0,Eunomia
18342,1332418410,0.0021,0,Eunomia
18342,1361711410,0.0063,0,Eunomia
18342,1539403410,0.0021,0,Eunomia
18342,1713332410,0.0209,0,Eunomia
18342,1729720410,0.0125,0,Eunomia
18342,1759842410,0.0209,0,Eunomia
18345,708298410,6e-4,0,Eunomia
18345,738818410,0.0106,0,Eunomia
18345,740275410,6e-4,0,Eunomia
18345,753626410,6e-4,0,Eunomia
18345,782043410,6e-4,0,Eunomia
18345,914335410,6e-4,0,Eunomia
18345,920293410,0.0083,0,Eunomia
18345,933724410,0.0083,0,Eunomia
18345,967823410,6e-4,0,Eunomia
18345,975125410,0.0011,0,Eunomia
18345,1000560410,6e-4,0,Eunomia
18345,1102527410,0.0033,0,Eunomia
18345,1110410410,6e-4,0,Eunomia
18345,1112807410,0.0028,0,Eunomia
18345,1115008410,0.0106,0,Eunomia
18345,1118084410,1,0,Eunomia
18345,1119510410,0.0106,0,Eunomia
18345,1124957410,0.0028,0,Eunomia
18345,1125315410,0.0722,0,Eunomia
18345,1137529410,6e-4,0,Eunomia
18345,1149380410,6e-4,0,Eunomia
18345,1150770410,6e-4,0,Eunomia
18345,1154029410,6e-4,0,Eunomia
18345,1174888410,0.0017,0,Eunomia
18345,1177480410,0.0117,0,Eunomia
18345,1305058410,6e-4,0,Eunomia
18345,1309944410,6e-4,0,Eunomia
18345,1322184410,0.0056,0,Eunomia
18345,1332418410,0.0022,0,Eunomia
18345,1343916410,6e-4,0,Eunomia
18345,1361711410,0.0094,0,Eunomia
18345,1367571410,6e-4,0,Eunomia
18345,1521369410,6e-4,0,Eunomia
18345,1539403410,0.0022,0,Eunomia
18345,1551099410,6e-4,0,Eunomia
18345,1713332410,0.0239,0,Eunomia
18345,1728416410,6e-4,0,Eunomia
18345,1729720410,0.0072,0,Eunomia
18345,1738521410,0.0011,0,Eunomia
18345,1741122410,6e-4,0,Eunomia
18345,1746114410,6e-4,0,Eunomia
18345,1759842410,0.02,0,Eunomia
18345,1778162410,0.0011,0,Eunomia
18345,19003953410,6e-4,0,Eunomia
18345,19010482410,6e-4,0,Eunomia
18346,708298410,6e-4,0,Eunomia
18346,738818410,0.0106,0,Eunomia
18346,740275410,6e-4,0,Eunomia
18346,753626410,6e-4,0,Eunomia
18346,782043410,6e-4,0,Eunomia
18346,914335410,6e-4,0,Eunomia
18346,920293410,0.0083,0,Eunomia
18346,933724410,0.0083,0,Eunomia
18346,967823410,6e-4,0,Eunomia
18346,975125410,0.0011,0,Eunomia
18346,1000560410,6e-4,0,Eunomia
18346,1102527410,0.0033,0,Eunomia
18346,1110410410,6e-4,0,Eunomia
18346,1112807410,0.0028,0,Eunomia
18346,1115008410,0.0106,0,Eunomia
18346,1118084410,1,0,Eunomia
18346,1119510410,0.0106,0,Eunomia
18346,1124957410,0.0028,0,Eunomia
18346,1125315410,0.0722,0,Eunomia
18346,1137529410,6e-4,0,Eunomia
18346,1149380410,6e-4,0,Eunomia
18346,1150770410,6e-4,0,Eunomia
18346,1154029410,6e-4,0,Eunomia
18346,1174888410,0.0017,0,Eunomia
18346,1177480410,0.0117,0,Eunomia
18346,1305058410,6e-4,0,Eunomia
18346,1309944410,6e-4,0,Eunomia
18346,1322184410,0.0056,0,Eunomia
18346,1332418410,0.0022,0,Eunomia
18346,1343916410,6e-4,0,Eunomia
18346,1361711410,0.0094,0,Eunomia
18346,1367571410,6e-4,0,Eunomia
18346,1521369410,6e-4,0,Eunomia
18346,1539403410,0.0022,0,Eunomia
18346,1551099410,6e-4,0,Eunomia
18346,1713332410,0.0239,0,Eunomia
18346,1728416410,6e-4,0,Eunomia
18346,1729720410,0.0072,0,Eunomia
18346,1738521410,0.0011,0,Eunomia
18346,1741122410,6e-4,0,Eunomia
18346,1746114410,6e-4,0,Eunomia
18346,1759842410,0.02,0,Eunomia
18346,1778162410,0.0011,0,Eunomia
18346,19003953410,6e-4,0,Eunomia
18346,19010482410,6e-4,0,Eunomia
18347,723013410,0.0012,0,Eunomia
18347,738818410,0.0048,0,Eunomia
18347,740275410,0.0012,0,Eunomia
18347,914335410,0.0012,0,Eunomia
18347,920293410,0.0072,0,Eunomia
18347,933724410,0.0072,0,Eunomia
18347,975125410,0.0012,0,Eunomia
18347,1102527410,0.006,0,Eunomia
18347,1112807410,0.0048,0,Eunomia
18347,1115008410,0.0096,0,Eunomia
18347,1119510410,0.0048,0,Eunomia
18347,1124300410,1,0,Eunomia
18347,1125315410,0.0723,0,Eunomia
18347,1137529410,0.0024,0,Eunomia
18347,1149380410,0.0024,0,Eunomia
18347,1177480410,0.0181,0,Eunomia
18347,1309944410,0.0012,0,Eunomia
18347,1322184410,0.006,0,Eunomia
18347,1332418410,0.0012,0,Eunomia
18347,1343916410,0.0012,0,Eunomia
18347,1347450410,0.0024,0,Eunomia
18347,1361711410,0.006,0,Eunomia
18347,1539403410,0.0012,0,Eunomia
18347,1713332410,0.0289,0,Eunomia
18347,1729720410,0.0108,0,Eunomia
18347,1759842410,0.0277,0,Eunomia
18347,1768849410,0.0012,0,Eunomia
