covariate_id,covariate_name,analysis_id,concept_id
4146173101,condition_occurrence: Injury of tendon of the rotator cuff of shoulder,101,4146173
4149245101,condition_occurrence: Rupture of patellar tendon,101,4149245
4152936101,condition_occurrence: Laceration of thigh,101,4152936
4155034101,condition_occurrence: Laceration of forearm,101,4155034
4156265101,condition_occurrence: Facial laceration,101,4156265
4166224101,condition_occurrence: Rupture of appendix,101,4166224
4218389101,condition_occurrence: Whiplash injury to neck,101,4218389
4230399101,condition_occurrence: Closed fracture of hip,101,4230399
4237458101,condition_occurrence: Fracture of clavicle,101,4237458
4266809101,condition_occurrence: Diverticular disease,101,4266809
4278672101,condition_occurrence: Fracture of forearm,101,4278672
4283893101,condition_occurrence: Sinusitis,101,4283893
4285898101,condition_occurrence: Polyp of colon,101,4285898
4294548101,condition_occurrence: Acute bacterial sinusitis,101,4294548
4296204101,condition_occurrence: First degree burn,101,4296204
4296205101,condition_occurrence: Second degree burn,101,4296205
4310024101,condition_occurrence: Angiodysplasia of stomach,101,4310024
4329847101,condition_occurrence: Myocardial infarction,101,4329847
40479422101,condition_occurrence: Injury of medial collateral ligament of knee,101,40479422
40479768101,condition_occurrence: Injury of anterior cruciate ligament,101,40479768
40481087101,condition_occurrence: Viral sinusitis,101,40481087
4048695101,condition_occurrence: Fracture of vertebral column without spinal cord injury,101,4048695
80502101,condition_occurrence: Osteoporosis,101,80502
255848101,condition_occurrence: Pneumonia,101,255848
313217101,condition_occurrence: Atrial fibrillation,101,313217
378419101,condition_occurrence: Alzheimer's disease,101,378419
708298401,drug_era: Midazolam,401,708298
738818401,drug_era: Doxylamine,401,738818
753626401,drug_era: Propofol,401,753626
782043401,drug_era: Isoflurane,401,782043
914335401,drug_era: Atropine,401,914335
920293401,drug_era: Nitrofurantoin,401,920293
933724401,drug_era: Phenazopyridine,401,933724
967823401,drug_era: Sodium Chloride,401,967823
975125401,drug_era: Hydrocortisone,401,975125
1000560401,drug_era: Ondansetron,401,1000560
1102527401,drug_era: Meperidine,401,1102527
1110410401,drug_era: Morphine,401,1110410
1112807401,drug_era: Aspirin,401,1112807
1115008401,drug_era: Naproxen,401,1115008
1118084401,drug_era: celecoxib,401,1118084
1119510401,drug_era: Dextromethorphan,401,1119510
1124957401,drug_era: Oxycodone,401,1124957
1125315401,drug_era: Acetaminophen,401,1125315
1137529401,drug_era: salmeterol,401,1137529
1149380401,drug_era: fluticasone,401,1149380
1150770401,drug_era: Astemizole,401,1150770
1154029401,drug_era: Fentanyl,401,1154029
1174888401,drug_era: Hydrocodone,401,1174888
1177480401,drug_era: Ibuprofen,401,1177480
1305058401,drug_era: Methotrexate,401,1305058
1309944401,drug_era: Amiodarone,401,1309944
1322184401,drug_era: clopidogrel,401,1322184
1332418401,drug_era: Amlodipine,401,1332418
1343916401,drug_era: Epinephrine,401,1343916
1347450401,drug_era: alteplase,401,1347450
1361711401,drug_era: Nitroglycerin,401,1361711
1367571401,drug_era: heparin,401,1367571
1519936401,drug_era: Etonogestrel,401,1519936
1521369401,drug_era: Norethindrone,401,1521369
1539403401,drug_era: Simvastatin,401,1539403
1545958401,drug_era: atorvastatin,401,1545958
1549786401,drug_era: Ethinyl Estradiol,401,1549786
1551099401,drug_era: Prednisone,401,1551099
1713332401,drug_era: Amoxicillin,401,1713332
1717327401,drug_era: Ampicillin,401,1717327
1728416401,drug_era: Penicillin G,401,1728416
1729720401,drug_era: Penicillin V,401,1729720
1738521401,drug_era: Doxycycline,401,1738521
1741122401,drug_era: tazobactam,401,1741122
1746114401,drug_era: Piperacillin,401,1746114
1759842401,drug_era: Clavulanate,401,1759842
1768849401,drug_era: Cefaclor,401,1768849
1778162401,drug_era: Cefuroxime,401,1778162
19003953401,drug_era: Rocuronium,401,19003953
19010482401,drug_era: Cyclosporine,401,19010482
19016749401,drug_era: remifentanil,401,19016749
723013401,drug_era: Diazepam,401,723013
740275401,drug_era: Carbamazepine,401,740275
1124300401,drug_era: Diclofenac,401,1124300
757627401,drug_era: Galantamine,401,757627
1307863401,drug_era: Verapamil,401,1307863
1310149401,drug_era: Warfarin,401,1310149
1326303401,drug_era: Digoxin,401,1326303
1557272401,drug_era: Alendronate,401,1557272
4010253501,procedure_occurrence: Nasal sinus endoscopy,501,4010253
4024289501,procedure_occurrence: Radiography of ankle,501,4024289
4035793501,procedure_occurrence: Pulmonary rehabilitation,501,4035793
4037675501,procedure_occurrence: Brief general examination,501,4037675
4047491501,procedure_occurrence: Radiography of humerus,501,4047491
4057420501,procedure_occurrence: Catheter ablation of tissue of heart,501,4057420
4058899501,procedure_occurrence: Plain X-ray of clavicle,501,4058899
4107731501,procedure_occurrence: Subcutaneous immunotherapy,501,4107731
4108705501,procedure_occurrence: Intravenous blood transfusion of packed cells,501,4108705
4125906501,procedure_occurrence: Suture open wound,501,4125906
4145310501,procedure_occurrence: Pelvis X-ray,501,4145310
4151422501,procedure_occurrence: Sputum examination,501,4151422
4163872501,procedure_occurrence: Plain chest X-ray,501,4163872
4163951501,procedure_occurrence: Electrocardiographic procedure,501,4163951
4163971501,procedure_occurrence: Laparoscopic cholecystectomy,501,4163971
4170947501,procedure_occurrence: Bone immobilization,501,4170947
4181917501,procedure_occurrence: Electroencephalogram,501,4181917
4187458501,procedure_occurrence: Review of systems,501,4187458
4191853501,procedure_occurrence: Allergy screening test,501,4191853
4197460501,procedure_occurrence: Injection of epinephrine,501,4197460
4198190501,procedure_occurrence: Appendectomy,501,4198190
4202451501,procedure_occurrence: Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance,501,4202451
4202832501,procedure_occurrence: Intubation,501,4202832
4216130501,procedure_occurrence: Percutaneous coronary intervention,501,4216130
4243062501,procedure_occurrence: Radiography of wrist,501,4243062
4252419501,procedure_occurrence: Radiologic examination of knee,501,4252419
4293740501,procedure_occurrence: Injection of tetanus antitoxin,501,4293740
4326177501,procedure_occurrence: Medication Reconciliation,501,4326177
4330583501,procedure_occurrence: Vasectomy,501,4330583
4336464501,procedure_occurrence: Coronary artery bypass graft,501,4336464
40492359501,procedure_occurrence: Insertion of biventricular implantable cardioverter defibrillator,501,40492359
42535580501,"procedure_occurrence: Ultrasonography of abdomen, right upper quadrant and epigastrium",501,42535580
44783196501,procedure_occurrence: Surgical manipulation of joint of knee,501,44783196
4078793501,procedure_occurrence: Direct current cardioversion,501,4078793
4117038501,procedure_occurrence: Bilateral tubal ligation,501,4117038
4195803501,procedure_occurrence: Bone density scan,501,4195803
4301346501,procedure_occurrence: Surgical manipulation of shoulder joint,501,4301346
4323902501,procedure_occurrence: Lung volume reduction surgery,501,4323902
4337138501,procedure_occurrence: Transplant of lung,501,4337138
