cohort_id,time_id,covariate_id,mean,sd,database_id
14907,5,3006734701,0.0024,0,Eunomia
14907,2,3009542701,0.0012,0,Eunomia
14907,1,3011505701,0.0157,0,Eunomia
14907,4,3011505701,0.0012,0,Eunomia
14907,5,3011505701,0.0157,0,Eunomia
14907,1,3012494701,0.0036,0,Eunomia
14907,5,3012494701,0.0024,0,Eunomia
14907,1,3014599701,0.0036,0,Eunomia
14907,5,3014599701,0.0024,0,Eunomia
14907,1,3015076701,0.0036,0,Eunomia
14907,5,3015076701,0.0024,0,Eunomia
14907,1,3019406701,0.0036,0,Eunomia
14907,5,3019406701,0.0024,0,Eunomia
14907,1,3020655701,0.0036,0,Eunomia
14907,5,3020655701,0.0024,0,Eunomia
14907,1,3021226701,0.0036,0,Eunomia
14907,5,3021226701,0.0024,0,Eunomia
14907,1,3023430701,0.0036,0,Eunomia
14907,5,3023430701,0.0024,0,Eunomia
14907,1,3027231701,0.0036,0,Eunomia
14907,5,3027231701,0.0024,0,Eunomia
14907,1,3036780701,0.0036,0,Eunomia
14907,5,3036780701,0.0024,0,Eunomia
14907,1,3051031701,0.0036,0,Eunomia
14907,1,4024958701,0.0313,0,Eunomia
14907,2,4024958701,0.0012,0,Eunomia
14907,4,4024958701,0.0024,0,Eunomia
14907,5,4024958701,0.0277,0,Eunomia
14907,1,4052083701,0.0193,0,Eunomia
14907,2,4052083701,0.0048,0,Eunomia
14907,4,4052083701,0.0012,0,Eunomia
14907,5,4052083701,0.0169,0,Eunomia
14907,1,4133840701,0.0157,0,Eunomia
14907,4,4133840701,0.0012,0,Eunomia
14907,5,4133840701,0.0157,0,Eunomia
14907,1,40758406701,0.0036,0,Eunomia
14907,1,40766240701,0.0036,0,Eunomia
14907,1,46235214701,0.0036,0,Eunomia
14909,1,3000876701,0.0125,0,Eunomia
14909,1,3000963701,0.0042,0,Eunomia
14909,1,3001247701,0.0125,0,Eunomia
14909,1,3001488701,0.0125,0,Eunomia
14909,1,3005136701,0.0125,0,Eunomia
14909,1,3006322701,0.0689,0,Eunomia
14909,2,3006322701,0.0042,0,Eunomia
14909,4,3006322701,0.0063,0,Eunomia
14909,5,3006322701,0.0772,0,Eunomia
14909,1,3006451701,0.0125,0,Eunomia
14909,1,3006734701,0.0125,0,Eunomia
14909,1,3009542701,0.0042,0,Eunomia
14909,1,3011505701,0.0104,0,Eunomia
14909,5,3011505701,0.0167,0,Eunomia
14909,1,3012494701,0.0125,0,Eunomia
14909,1,3014599701,0.0125,0,Eunomia
14909,1,3015076701,0.0125,0,Eunomia
14909,1,3019406701,0.0125,0,Eunomia
14909,1,3020655701,0.0125,0,Eunomia
14909,1,3021226701,0.0125,0,Eunomia
14909,1,3023430701,0.0125,0,Eunomia
14909,1,3027231701,0.0125,0,Eunomia
14909,1,3036780701,0.0125,0,Eunomia
14909,1,3051031701,0.0021,0,Eunomia
14909,2,3051031701,0.0021,0,Eunomia
14909,5,3051031701,0.0021,0,Eunomia
14909,1,4024958701,0.0334,0,Eunomia
14909,2,4024958701,0.0021,0,Eunomia
14909,4,4024958701,0.0021,0,Eunomia
14909,5,4024958701,0.0334,0,Eunomia
14909,1,4052083701,0.0167,0,Eunomia
14909,2,4052083701,0.0021,0,Eunomia
14909,4,4052083701,0.0021,0,Eunomia
14909,5,4052083701,0.0188,0,Eunomia
14909,1,4133840701,0.0104,0,Eunomia
14909,5,4133840701,0.0167,0,Eunomia
14909,1,40758406701,0.0021,0,Eunomia
14909,2,40758406701,0.0021,0,Eunomia
14909,5,40758406701,0.0021,0,Eunomia
14909,1,40766240701,0.0021,0,Eunomia
14909,2,40766240701,0.0021,0,Eunomia
14909,5,40766240701,0.0021,0,Eunomia
14909,1,40769179701,0.0021,0,Eunomia
14909,1,40769184701,0.0021,0,Eunomia
14909,1,40769189701,0.0021,0,Eunomia
14909,1,40769194701,0.0021,0,Eunomia
14909,1,46235214701,0.0021,0,Eunomia
14909,2,46235214701,0.0021,0,Eunomia
14909,5,46235214701,0.0021,0,Eunomia
17492,1,3000876701,0.0125,0,Eunomia
17492,1,3000963701,0.0042,0,Eunomia
17492,1,3001247701,0.0125,0,Eunomia
17492,1,3001488701,0.0125,0,Eunomia
17492,1,3005136701,0.0125,0,Eunomia
17492,1,3006322701,0.0689,0,Eunomia
17492,2,3006322701,0.0042,0,Eunomia
17492,4,3006322701,0.0063,0,Eunomia
17492,5,3006322701,0.0772,0,Eunomia
17492,1,3006451701,0.0125,0,Eunomia
17492,1,3006734701,0.0125,0,Eunomia
17492,1,3009542701,0.0042,0,Eunomia
17492,1,3011505701,0.0104,0,Eunomia
17492,5,3011505701,0.0167,0,Eunomia
17492,1,3012494701,0.0125,0,Eunomia
17492,1,3014599701,0.0125,0,Eunomia
17492,1,3015076701,0.0125,0,Eunomia
17492,1,3019406701,0.0125,0,Eunomia
17492,1,3020655701,0.0125,0,Eunomia
17492,1,3021226701,0.0125,0,Eunomia
17492,1,3023430701,0.0125,0,Eunomia
17492,1,3027231701,0.0125,0,Eunomia
17492,1,3036780701,0.0125,0,Eunomia
17492,1,3051031701,0.0021,0,Eunomia
17492,2,3051031701,0.0021,0,Eunomia
17492,5,3051031701,0.0021,0,Eunomia
17492,1,4024958701,0.0334,0,Eunomia
17492,2,4024958701,0.0021,0,Eunomia
17492,4,4024958701,0.0021,0,Eunomia
17492,5,4024958701,0.0334,0,Eunomia
17492,1,4052083701,0.0167,0,Eunomia
17492,2,4052083701,0.0021,0,Eunomia
17492,4,4052083701,0.0021,0,Eunomia
17492,5,4052083701,0.0188,0,Eunomia
17492,1,4133840701,0.0104,0,Eunomia
17492,5,4133840701,0.0167,0,Eunomia
17492,1,40758406701,0.0021,0,Eunomia
17492,2,40758406701,0.0021,0,Eunomia
17492,5,40758406701,0.0021,0,Eunomia
17492,1,40766240701,0.0021,0,Eunomia
17492,2,40766240701,0.0021,0,Eunomia
17492,5,40766240701,0.0021,0,Eunomia
17492,1,40769179701,0.0021,0,Eunomia
17492,1,40769184701,0.0021,0,Eunomia
17492,1,40769189701,0.0021,0,Eunomia
17492,1,40769194701,0.0021,0,Eunomia
17492,1,46235214701,0.0021,0,Eunomia
17492,2,46235214701,0.0021,0,Eunomia
17492,5,46235214701,0.0021,0,Eunomia
17493,1,3000876701,0.0125,0,Eunomia
17493,1,3000963701,0.0042,0,Eunomia
17493,1,3001247701,0.0125,0,Eunomia
17493,1,3001488701,0.0125,0,Eunomia
17493,1,3005136701,0.0125,0,Eunomia
17493,1,3006322701,0.0689,0,Eunomia
17493,2,3006322701,0.0042,0,Eunomia
17493,4,3006322701,0.0063,0,Eunomia
17493,5,3006322701,0.0772,0,Eunomia
17493,1,3006451701,0.0125,0,Eunomia
17493,1,3006734701,0.0125,0,Eunomia
17493,1,3009542701,0.0042,0,Eunomia
17493,1,3011505701,0.0104,0,Eunomia
17493,5,3011505701,0.0167,0,Eunomia
17493,1,3012494701,0.0125,0,Eunomia
17493,1,3014599701,0.0125,0,Eunomia
17493,1,3015076701,0.0125,0,Eunomia
17493,1,3019406701,0.0125,0,Eunomia
17493,1,3020655701,0.0125,0,Eunomia
17493,1,3021226701,0.0125,0,Eunomia
17493,1,3023430701,0.0125,0,Eunomia
17493,1,3027231701,0.0125,0,Eunomia
17493,1,3036780701,0.0125,0,Eunomia
17493,1,3051031701,0.0021,0,Eunomia
17493,2,3051031701,0.0021,0,Eunomia
17493,5,3051031701,0.0021,0,Eunomia
17493,1,4024958701,0.0334,0,Eunomia
17493,2,4024958701,0.0021,0,Eunomia
17493,4,4024958701,0.0021,0,Eunomia
17493,5,4024958701,0.0334,0,Eunomia
17493,1,4052083701,0.0167,0,Eunomia
17493,2,4052083701,0.0021,0,Eunomia
17493,4,4052083701,0.0021,0,Eunomia
17493,5,4052083701,0.0188,0,Eunomia
17493,1,4133840701,0.0104,0,Eunomia
17493,5,4133840701,0.0167,0,Eunomia
17493,1,40758406701,0.0021,0,Eunomia
17493,2,40758406701,0.0021,0,Eunomia
17493,5,40758406701,0.0021,0,Eunomia
17493,1,40766240701,0.0021,0,Eunomia
17493,2,40766240701,0.0021,0,Eunomia
17493,5,40766240701,0.0021,0,Eunomia
17493,1,40769179701,0.0021,0,Eunomia
17493,1,40769184701,0.0021,0,Eunomia
17493,1,40769189701,0.0021,0,Eunomia
17493,1,40769194701,0.0021,0,Eunomia
17493,1,46235214701,0.0021,0,Eunomia
17493,2,46235214701,0.0021,0,Eunomia
17493,5,46235214701,0.0021,0,Eunomia
18342,1,3000876701,0.0125,0,Eunomia
18342,1,3000963701,0.0042,0,Eunomia
18342,1,3001247701,0.0125,0,Eunomia
18342,1,3001488701,0.0125,0,Eunomia
18342,1,3005136701,0.0125,0,Eunomia
18342,1,3006322701,0.0689,0,Eunomia
18342,2,3006322701,0.0042,0,Eunomia
18342,4,3006322701,0.0063,0,Eunomia
18342,5,3006322701,0.0772,0,Eunomia
18342,1,3006451701,0.0125,0,Eunomia
18342,1,3006734701,0.0125,0,Eunomia
18342,1,3009542701,0.0042,0,Eunomia
18342,1,3011505701,0.0104,0,Eunomia
18342,5,3011505701,0.0167,0,Eunomia
18342,1,3012494701,0.0125,0,Eunomia
18342,1,3014599701,0.0125,0,Eunomia
18342,1,3015076701,0.0125,0,Eunomia
18342,1,3019406701,0.0125,0,Eunomia
18342,1,3020655701,0.0125,0,Eunomia
18342,1,3021226701,0.0125,0,Eunomia
18342,1,3023430701,0.0125,0,Eunomia
18342,1,3027231701,0.0125,0,Eunomia
18342,1,3036780701,0.0125,0,Eunomia
18342,1,3051031701,0.0021,0,Eunomia
18342,2,3051031701,0.0021,0,Eunomia
18342,5,3051031701,0.0021,0,Eunomia
18342,1,4024958701,0.0334,0,Eunomia
18342,2,4024958701,0.0021,0,Eunomia
18342,4,4024958701,0.0021,0,Eunomia
18342,5,4024958701,0.0334,0,Eunomia
18342,1,4052083701,0.0167,0,Eunomia
18342,2,4052083701,0.0021,0,Eunomia
18342,4,4052083701,0.0021,0,Eunomia
18342,5,4052083701,0.0188,0,Eunomia
18342,1,4133840701,0.0104,0,Eunomia
18342,5,4133840701,0.0167,0,Eunomia
18342,1,40758406701,0.0021,0,Eunomia
18342,2,40758406701,0.0021,0,Eunomia
18342,5,40758406701,0.0021,0,Eunomia
18342,1,40766240701,0.0021,0,Eunomia
18342,2,40766240701,0.0021,0,Eunomia
18342,5,40766240701,0.0021,0,Eunomia
18342,1,40769179701,0.0021,0,Eunomia
18342,1,40769184701,0.0021,0,Eunomia
18342,1,40769189701,0.0021,0,Eunomia
18342,1,40769194701,0.0021,0,Eunomia
18342,1,46235214701,0.0021,0,Eunomia
18342,2,46235214701,0.0021,0,Eunomia
18342,5,46235214701,0.0021,0,Eunomia
18345,1,3000876701,0.0056,0,Eunomia
18345,2,3000876701,6e-4,0,Eunomia
18345,4,3000876701,6e-4,0,Eunomia
18345,5,3000876701,0.0061,0,Eunomia
18345,1,3000963701,0.0022,0,Eunomia
18345,2,3000963701,6e-4,0,Eunomia
18345,5,3000963701,6e-4,0,Eunomia
18345,1,3001247701,0.0056,0,Eunomia
18345,2,3001247701,6e-4,0,Eunomia
18345,4,3001247701,6e-4,0,Eunomia
18345,5,3001247701,0.0061,0,Eunomia
18345,1,3001488701,0.0056,0,Eunomia
18345,2,3001488701,6e-4,0,Eunomia
18345,4,3001488701,6e-4,0,Eunomia
18345,5,3001488701,0.0061,0,Eunomia
18345,1,3002385701,6e-4,0,Eunomia
18345,5,3002385701,6e-4,0,Eunomia
18345,1,3004501701,6e-4,0,Eunomia
18345,5,3004501701,6e-4,0,Eunomia
18345,1,3005136701,0.0056,0,Eunomia
18345,2,3005136701,6e-4,0,Eunomia
18345,4,3005136701,6e-4,0,Eunomia
18345,5,3005136701,0.0061,0,Eunomia
18345,1,3006322701,0.0744,0,Eunomia
18345,2,3006322701,0.0061,0,Eunomia
18345,4,3006322701,0.0083,0,Eunomia
18345,5,3006322701,0.0739,0,Eunomia
18345,1,3006451701,0.0056,0,Eunomia
18345,2,3006451701,6e-4,0,Eunomia
18345,4,3006451701,6e-4,0,Eunomia
18345,5,3006451701,0.0061,0,Eunomia
18345,1,3006734701,0.0056,0,Eunomia
18345,2,3006734701,6e-4,0,Eunomia
18345,4,3006734701,6e-4,0,Eunomia
18345,5,3006734701,0.0061,0,Eunomia
18345,1,3006906701,6e-4,0,Eunomia
18345,5,3006906701,6e-4,0,Eunomia
18345,1,3006923701,6e-4,0,Eunomia
18345,5,3006923701,6e-4,0,Eunomia
18345,1,3007461701,6e-4,0,Eunomia
18345,5,3007461701,6e-4,0,Eunomia
18345,1,3009542701,0.0022,0,Eunomia
18345,2,3009542701,6e-4,0,Eunomia
18345,5,3009542701,6e-4,0,Eunomia
18345,1,3010813701,6e-4,0,Eunomia
18345,5,3010813701,6e-4,0,Eunomia
18345,1,3011505701,0.0078,0,Eunomia
18345,2,3011505701,0.0011,0,Eunomia
18345,4,3011505701,6e-4,0,Eunomia
18345,5,3011505701,0.0094,0,Eunomia
18345,1,3012494701,0.0056,0,Eunomia
18345,2,3012494701,6e-4,0,Eunomia
18345,4,3012494701,6e-4,0,Eunomia
18345,5,3012494701,0.0061,0,Eunomia
18345,1,3013682701,6e-4,0,Eunomia
18345,5,3013682701,6e-4,0,Eunomia
18345,1,3013721701,6e-4,0,Eunomia
18345,5,3013721701,6e-4,0,Eunomia
18345,1,3014576701,6e-4,0,Eunomia
18345,5,3014576701,6e-4,0,Eunomia
18345,1,3014599701,0.0056,0,Eunomia
18345,2,3014599701,6e-4,0,Eunomia
18345,4,3014599701,6e-4,0,Eunomia
18345,5,3014599701,0.0061,0,Eunomia
18345,1,3015076701,0.0056,0,Eunomia
18345,2,3015076701,6e-4,0,Eunomia
18345,4,3015076701,6e-4,0,Eunomia
18345,5,3015076701,0.0061,0,Eunomia
18345,1,3015632701,6e-4,0,Eunomia
18345,5,3015632701,6e-4,0,Eunomia
18345,1,3016723701,6e-4,0,Eunomia
18345,5,3016723701,6e-4,0,Eunomia
18345,1,3019406701,0.0056,0,Eunomia
18345,2,3019406701,6e-4,0,Eunomia
18345,4,3019406701,6e-4,0,Eunomia
18345,5,3019406701,0.0061,0,Eunomia
18345,1,3019550701,6e-4,0,Eunomia
18345,5,3019550701,6e-4,0,Eunomia
18345,1,3020630701,6e-4,0,Eunomia
18345,5,3020630701,6e-4,0,Eunomia
18345,1,3020655701,0.0056,0,Eunomia
18345,2,3020655701,6e-4,0,Eunomia
18345,4,3020655701,6e-4,0,Eunomia
18345,5,3020655701,0.0061,0,Eunomia
18345,1,3021226701,0.0056,0,Eunomia
18345,2,3021226701,6e-4,0,Eunomia
18345,4,3021226701,6e-4,0,Eunomia
18345,5,3021226701,0.0061,0,Eunomia
18345,1,3023103701,6e-4,0,Eunomia
18345,5,3023103701,6e-4,0,Eunomia
18345,1,3023430701,0.0056,0,Eunomia
18345,2,3023430701,6e-4,0,Eunomia
18345,4,3023430701,6e-4,0,Eunomia
18345,5,3023430701,0.0061,0,Eunomia
18345,1,3024561701,6e-4,0,Eunomia
18345,5,3024561701,6e-4,0,Eunomia
18345,1,3024731701,6e-4,0,Eunomia
18345,5,3024731701,6e-4,0,Eunomia
18345,1,3026361701,6e-4,0,Eunomia
18345,5,3026361701,6e-4,0,Eunomia
18345,1,3027231701,0.0056,0,Eunomia
18345,2,3027231701,6e-4,0,Eunomia
18345,4,3027231701,6e-4,0,Eunomia
18345,5,3027231701,0.0061,0,Eunomia
18345,1,3027970701,6e-4,0,Eunomia
18345,5,3027970701,6e-4,0,Eunomia
18345,1,3028833701,6e-4,0,Eunomia
18345,5,3028833701,6e-4,0,Eunomia
18345,1,3035995701,6e-4,0,Eunomia
18345,5,3035995701,6e-4,0,Eunomia
18345,1,3036780701,0.0056,0,Eunomia
18345,2,3036780701,6e-4,0,Eunomia
18345,4,3036780701,6e-4,0,Eunomia
18345,5,3036780701,0.0061,0,Eunomia
18345,1,3045716701,6e-4,0,Eunomia
18345,5,3045716701,6e-4,0,Eunomia
18345,4,3051031701,6e-4,0,Eunomia
18345,5,3051031701,0.0011,0,Eunomia
18345,1,4024958701,0.0283,0,Eunomia
18345,2,4024958701,0.0022,0,Eunomia
18345,4,4024958701,0.0039,0,Eunomia
18345,5,4024958701,0.0367,0,Eunomia
18345,1,4052083701,0.0228,0,Eunomia
18345,2,4052083701,0.0017,0,Eunomia
18345,4,4052083701,6e-4,0,Eunomia
18345,5,4052083701,0.0217,0,Eunomia
18345,1,4133840701,0.0078,0,Eunomia
18345,2,4133840701,0.0011,0,Eunomia
18345,4,4133840701,6e-4,0,Eunomia
18345,5,4133840701,0.0094,0,Eunomia
18345,1,21494966701,6e-4,0,Eunomia
18345,5,21494966701,6e-4,0,Eunomia
18345,4,40758406701,6e-4,0,Eunomia
18345,5,40758406701,0.0011,0,Eunomia
18345,4,40766240701,6e-4,0,Eunomia
18345,5,40766240701,0.0011,0,Eunomia
18345,1,40769179701,6e-4,0,Eunomia
18345,1,40769184701,6e-4,0,Eunomia
18345,1,40769189701,6e-4,0,Eunomia
18345,1,40769194701,6e-4,0,Eunomia
18345,4,46235214701,6e-4,0,Eunomia
18345,5,46235214701,0.0011,0,Eunomia
18346,1,3000876701,0.0056,0,Eunomia
18346,2,3000876701,6e-4,0,Eunomia
18346,4,3000876701,6e-4,0,Eunomia
18346,5,3000876701,0.0061,0,Eunomia
18346,1,3000963701,0.0022,0,Eunomia
18346,2,3000963701,6e-4,0,Eunomia
18346,5,3000963701,6e-4,0,Eunomia
18346,1,3001247701,0.0056,0,Eunomia
18346,2,3001247701,6e-4,0,Eunomia
18346,4,3001247701,6e-4,0,Eunomia
18346,5,3001247701,0.0061,0,Eunomia
18346,1,3001488701,0.0056,0,Eunomia
18346,2,3001488701,6e-4,0,Eunomia
18346,4,3001488701,6e-4,0,Eunomia
18346,5,3001488701,0.0061,0,Eunomia
18346,1,3002385701,6e-4,0,Eunomia
18346,5,3002385701,6e-4,0,Eunomia
18346,1,3004501701,6e-4,0,Eunomia
18346,5,3004501701,6e-4,0,Eunomia
18346,1,3005136701,0.0056,0,Eunomia
18346,2,3005136701,6e-4,0,Eunomia
18346,4,3005136701,6e-4,0,Eunomia
18346,5,3005136701,0.0061,0,Eunomia
18346,1,3006322701,0.0744,0,Eunomia
18346,2,3006322701,0.0061,0,Eunomia
18346,4,3006322701,0.0083,0,Eunomia
18346,5,3006322701,0.0739,0,Eunomia
18346,1,3006451701,0.0056,0,Eunomia
18346,2,3006451701,6e-4,0,Eunomia
18346,4,3006451701,6e-4,0,Eunomia
18346,5,3006451701,0.0061,0,Eunomia
18346,1,3006734701,0.0056,0,Eunomia
18346,2,3006734701,6e-4,0,Eunomia
18346,4,3006734701,6e-4,0,Eunomia
18346,5,3006734701,0.0061,0,Eunomia
18346,1,3006906701,6e-4,0,Eunomia
18346,5,3006906701,6e-4,0,Eunomia
18346,1,3006923701,6e-4,0,Eunomia
18346,5,3006923701,6e-4,0,Eunomia
18346,1,3007461701,6e-4,0,Eunomia
18346,5,3007461701,6e-4,0,Eunomia
18346,1,3009542701,0.0022,0,Eunomia
18346,2,3009542701,6e-4,0,Eunomia
18346,5,3009542701,6e-4,0,Eunomia
18346,1,3010813701,6e-4,0,Eunomia
18346,5,3010813701,6e-4,0,Eunomia
18346,1,3011505701,0.0078,0,Eunomia
18346,2,3011505701,0.0011,0,Eunomia
18346,4,3011505701,6e-4,0,Eunomia
18346,5,3011505701,0.0094,0,Eunomia
18346,1,3012494701,0.0056,0,Eunomia
18346,2,3012494701,6e-4,0,Eunomia
18346,4,3012494701,6e-4,0,Eunomia
18346,5,3012494701,0.0061,0,Eunomia
18346,1,3013682701,6e-4,0,Eunomia
18346,5,3013682701,6e-4,0,Eunomia
18346,1,3013721701,6e-4,0,Eunomia
18346,5,3013721701,6e-4,0,Eunomia
18346,1,3014576701,6e-4,0,Eunomia
18346,5,3014576701,6e-4,0,Eunomia
18346,1,3014599701,0.0056,0,Eunomia
18346,2,3014599701,6e-4,0,Eunomia
18346,4,3014599701,6e-4,0,Eunomia
18346,5,3014599701,0.0061,0,Eunomia
18346,1,3015076701,0.0056,0,Eunomia
18346,2,3015076701,6e-4,0,Eunomia
18346,4,3015076701,6e-4,0,Eunomia
18346,5,3015076701,0.0061,0,Eunomia
18346,1,3015632701,6e-4,0,Eunomia
18346,5,3015632701,6e-4,0,Eunomia
18346,1,3016723701,6e-4,0,Eunomia
18346,5,3016723701,6e-4,0,Eunomia
